,sumValue,contrast,dissimilarity,homogeneity,ASM,energy,hue,value,saturaton,label
0,78.38367176906169,156.0374503968254,3.10094246031746,0.7239248991165373,0.019858370142038298,0.14091972942792041,101.879638671875,5.5986328125,239.525146484375,0.0
1,78.38367176906169,344.2986111111111,4.758928571428571,0.7267674654858816,0.023285319625535403,0.1525952804825084,107.845703125,48.36181640625,218.860107421875,0.0
2,78.38367176906169,403.38442460317464,5.9017857142857135,0.6592261144520826,0.01206444672776518,0.10983827533134877,107.782470703125,42.04443359375,214.279052734375,0.0
3,78.38367176906169,476.5672123015873,6.382688492063492,0.6756090839420725,0.02810686629976065,0.1676510253465831,111.120849609375,19.883544921875,218.694091796875,0.0
4,78.38367176906169,136.91790674603175,2.9317956349206344,0.7354812254835883,0.022760254275321246,0.15086502005210237,108.028564453125,60.114013671875,215.740234375,0.0
5,78.38367176906169,400.22172619047615,5.696924603174602,0.7079695121332414,0.022145996708868736,0.1488153107340395,106.933837890625,58.9033203125,221.993896484375,0.0
6,78.38367176906169,395.9565972222222,5.6907242063492065,0.6471583348004701,0.010787583262471654,0.10386329121721329,107.8671875,28.644775390625,208.234130859375,0.0
7,78.38367176906169,397.38343253968253,4.758928571428571,0.829344618910708,0.03193192062704711,0.17869504925164298,112.96728515625,20.43896484375,244.717041015625,0.0
8,78.38367176906169,462.4268353174603,6.337549603174603,0.7347041307406651,0.014965592718568907,0.12233393935686411,109.572265625,17.966796875,213.267578125,0.0
9,78.38367176906169,476.80530753968253,5.636656746031745,0.8056511387361376,0.03428930165816327,0.1851737067138941,113.902587890625,22.948974609375,239.6455078125,0.0
10,78.38367176906169,262.1475694444444,4.034970238095237,0.7748105868519016,0.10111863032249936,0.31799155699876586,112.308349609375,15.712646484375,243.469482421875,0.0
11,78.38367176906169,283.60714285714283,4.1230158730158735,0.7642295542930047,0.013470731174414208,0.11606347907250673,109.635498046875,14.642333984375,221.149169921875,0.0
12,78.38367176906169,529.5833333333334,6.35813492063492,0.7361237687977921,0.030815234079743008,0.17554268449509083,111.517333984375,28.143310546875,222.020751953125,0.0
13,78.38367176906169,446.1956845238095,5.931299603174603,0.677389222037394,0.007789863630637439,0.08826020411622353,109.128173828125,17.743408203125,217.088134765625,0.0
14,78.38367176906169,313.00967261904754,4.888640873015873,0.721904858032223,0.014475958207357016,0.12031607626313708,110.19384765625,19.145751953125,228.47607421875,0.0
15,78.38367176906169,412.4776785714286,5.351686507936507,0.735056820425186,0.01674956006708239,0.12942009143514924,114.958251953125,25.130859375,219.627197265625,0.0
16,78.38367176906169,330.7395833333333,4.449404761904762,0.7785943313958492,0.097390518707483,0.3120745403064515,111.889892578125,19.507080078125,234.2197265625,0.0
17,78.38367176906169,509.4238591269841,4.874751984126983,0.8427369801657525,0.061756444475938525,0.24850843944610518,107.264892578125,20.507568359375,241.981201171875,0.0
18,78.38367176906169,312.55828373015873,4.0176091269841265,0.8184757771300104,0.025280149675610982,0.15899732600144878,112.822509765625,18.896484375,224.213134765625,0.0
19,78.38367176906169,548.0533234126983,5.858382936507936,0.7792757720817296,0.028937522636369367,0.17011032489643116,109.90283203125,14.570068359375,224.792724609375,0.0
20,78.38367176906169,702.1639384920634,7.76860119047619,0.667432771348133,0.013638658588435373,0.1167846676085323,109.2451171875,31.51806640625,223.453857421875,0.0
21,78.38367176906169,221.82142857142856,3.403769841269841,0.8040946858269938,0.07642124413422777,0.27644392584071686,107.83251953125,32.554443359375,242.085205078125,0.0
22,78.38367176906169,260.4836309523809,4.693948412698412,0.6077516983576555,0.00884454620968758,0.09404544757556094,106.3037109375,27.173095703125,225.59375,0.0
23,78.38367176906169,325.19866071428567,4.276537698412698,0.7709468990511561,0.032465228568279166,0.18018109936472018,108.21923828125,17.38720703125,219.09130859375,0.0
24,78.38367176906169,241.55877976190476,4.233878968253968,0.7637935918436605,0.016602792737465358,0.12885182473471363,107.63916015625,60.4873046875,215.64404296875,0.0
25,78.38367176906169,411.27976190476187,5.539682539682539,0.6879944438126621,0.018091503094293273,0.13450465826243072,112.71337890625,28.61962890625,221.2138671875,0.0
26,78.38367176906169,392.1855158730158,5.160714285714285,0.7615745883867783,0.028972215332892418,0.17021226551835922,108.380859375,44.12353515625,224.837158203125,0.0
27,78.38367176906169,496.9412202380952,5.777529761904761,0.7354438354710042,0.029857617236709502,0.17279356827356018,110.19091796875,26.67236328125,230.44482421875,0.0
28,78.38367176906169,409.42807539682536,5.494047619047619,0.7830394029194642,0.03842142325680272,0.19601383435054456,109.206298828125,50.66064453125,230.03271484375,0.0
29,78.38367176906169,419.16319444444446,5.723710317460317,0.7719904679416135,0.022518635637125223,0.15006210593326091,112.92236328125,27.81396484375,229.878662109375,1.0
30,78.38367176906169,503.8087797619047,5.841021825396824,0.7573273627003363,0.04079221387629126,0.2019708243194825,108.84619140625,25.39111328125,238.157470703125,1.0
31,78.38367176906169,224.64384920634916,4.175595238095238,0.6161737582555822,0.0060777421501007805,0.07795987525708838,112.32421875,21.75048828125,204.22314453125,1.0
32,78.38367176906169,170.96676587301585,3.7678571428571423,0.7572977219488111,0.12019998248141851,0.3466986912023443,37.377197265625,7.406005859375,229.419921875,1.0
33,78.38367176906169,357.4422123015873,5.3613591269841265,0.7072277189968565,0.03062626960506425,0.17500362740544623,105.96630859375,25.235107421875,247.78173828125,1.0
34,78.38367176906169,288.4112103174603,4.340277777777778,0.6622967039347172,0.02262972608024691,0.15043179876690602,110.876220703125,14.457763671875,237.659423828125,1.0
35,78.38367176906169,198.79588293650792,3.7929067460317456,0.6725549470368993,0.014013757991622574,0.1183797195115049,107.90771484375,19.421142578125,246.675048828125,1.0
36,78.38367176906169,265.60813492063494,4.065972222222221,0.7197466149195255,0.03439719348387503,0.18546480389517314,110.27783203125,21.811767578125,242.884033203125,1.0
37,78.38367176906169,269.16840277777777,4.497271825396825,0.670683559041346,0.012773678626543212,0.11302069999138747,99.1201171875,37.633056640625,229.343017578125,1.0
38,78.38367176906169,359.14632936507934,5.586309523809524,0.5714177610834453,0.007148663863693625,0.08454977151769025,107.99072265625,49.46630859375,229.929931640625,1.0
