contrast_45,homogeneity_45,correlation_45,energy_45,h_mean,s_mean,v_mean,target,label
203.99355453944287,0.8011520906111714,0.7675361507758008,0.15602286588036365,102.019578,6.076716,239.601118,0,Skala0
161.79200738697762,0.7946851189229945,0.9282280189688449,0.16586795320649045,107.860592,49.0718,219.021018,0,Skala0
216.0180027338269,0.7683123001414544,0.8652212301550881,0.12613937966019423,107.70769,42.995309,214.469718,0,Skala0
439.64631417235205,0.764302994730693,0.7248334807916903,0.1954590021788646,111.50719,21.193654,218.849183,0,Skala0
196.49289124368963,0.7357962580823019,0.7738099429532348,0.15092842731400727,108.038949,60.611979,215.771037,0,Skala0
218.18111603038662,0.7505945198484649,0.8881515585313275,0.15506537359093273,106.80822,59.647382,222.083563,0,Skala0
219.9928660424832,0.7609230094730277,0.888344035339345,0.12340710331303077,107.996451,29.738549,208.407406,0,Skala0
243.3801047563749,0.8265151300934556,0.8640535938896597,0.17817504982766524,113.056509,21.169357,244.715136,0,Skala0
243.7835770794019,0.7357835518073672,0.87827179832219,0.11800478867907463,109.892129,19.040806,213.416729,0,Skala0
251.5020987564717,0.8276391898835421,0.8465043412604364,0.18863109957945723,114.022731,23.685361,239.686348,0,Skala0
257.5687761084498,0.8354608746150529,0.7227276900830868,0.35033121682976953,112.455944,16.323041,243.537488,0,Skala0
223.21996116998116,0.7800732409776412,0.8646696314016101,0.11631823246186328,110.050391,15.601912,221.263181,0,Skala0
214.06371973839134,0.7784862030463869,0.880913149627873,0.18032670339670323,111.560365,29.562976,222.175574,0,Skala0
267.1119397267786,0.7169832948909376,0.8623898745739279,0.09535730385706198,109.506945,19.164972,217.255343,0,Skala0
202.65743697682296,0.7645281879174213,0.8436154352844867,0.1244417985523507,110.399462,19.919798,228.673158,0,Skala0
289.08048862115123,0.755272468431081,0.8224848444188965,0.1349255973675224,115.066169,26.036258,219.686841,0,Skala0
225.05793858163577,0.8277971116859416,0.8296703478122072,0.3359889913315588,112.010511,20.469913,234.281629,0,Skala0
260.2496885130885,0.8986148673408715,0.8248253392776523,0.2706804186388963,107.34392,21.407049,241.985929,0,Skala0
187.46896017806165,0.8145960041323778,0.8803645092676222,0.15675809053634576,112.94951,19.606555,224.283399,0,Skala0
333.980762407058,0.8523677453199857,0.8246963268084627,0.18625179002844294,110.143423,15.665787,224.898421,0,Skala0
234.69053624135094,0.7901568797284239,0.8826587172370569,0.13961997283229635,109.366548,32.911915,223.534587,0,Skala0
263.64803793487204,0.8512586776275007,0.7285488159795808,0.3142865837480542,107.894726,33.286739,242.110873,0,Skala0
133.3734022435122,0.7026156195780304,0.8797028352004034,0.10805886481703329,106.298523,27.552449,225.658602,0,Skala0
231.48463230431767,0.8258028049795517,0.8292424550945022,0.1937341674091507,108.387316,18.134845,219.190473,0,Skala0
239.27640884824442,0.7780882149954834,0.8434796859109558,0.1291121818223691,107.635768,61.615328,215.640951,0,Skala0
269.70670130320485,0.7295829422184646,0.8452470452863171,0.14883456101921524,112.766956,29.629438,221.327542,0,Skala0
