contrast_135,homogeneity_135,correlation_135,energy_135,h_mean,s_mean,v_mean,target,label
173.18867437621975,0.8157614481043317,0.8026390015846196,0.15877778786744023,102.019578,6.076716,239.601118,0,Skala0
146.39533636554248,0.7913526202877079,0.9350580761245032,0.16490919549714733,107.860592,49.0718,219.021018,0,Skala0
137.33375772164965,0.7728166672330622,0.9143139219233327,0.12675917317802218,107.70769,42.995309,214.469718,0,Skala0
176.69277914872342,0.7584804339045889,0.8894110620209479,0.19389610990690243,111.50719,21.193654,218.849183,0,Skala0
120.83735342978338,0.7372441242920296,0.8609006697347854,0.1510104650899391,108.038949,60.611979,215.771037,0,Skala0
213.7575311285302,0.7538229737098654,0.8904192908676136,0.1555566980780609,106.80822,59.647382,222.083563,0,Skala0
277.019123683489,0.7548046035293784,0.859399996230151,0.12217527298582903,107.996451,29.738549,208.407406,0,Skala0
180.91075345558943,0.8253389982310328,0.8989475437741474,0.17787657325241518,113.056509,21.169357,244.715136,0,Skala0
240.23909997419398,0.7299623442238876,0.8800418566604162,0.11672821012355218,109.892129,19.040806,213.416729,0,Skala0
266.79123723810903,0.828620668488175,0.8371731302401189,0.18871303175449353,114.022731,23.685361,239.686348,0,Skala0
239.4396027886647,0.8372979745157069,0.7422432095525633,0.3502007876860466,112.455944,16.323041,243.537488,0,Skala0
193.88126905211206,0.7833806190885084,0.8824566765310469,0.11654071060285774,110.050391,15.601912,221.263181,0,Skala0
444.24105256366835,0.7707572924466439,0.7528723973210038,0.17931844860600896,111.560365,29.562976,222.175574,0,Skala0
231.69815406203125,0.7011960392422946,0.8806343892228171,0.09316762912839478,109.506945,19.164972,217.255343,0,Skala0
283.05209391784,0.7555400624485928,0.7815780139697213,0.12327482339805382,110.399462,19.919798,228.673158,0,Skala0
191.74915122336736,0.7528369209677398,0.8822529988723131,0.13412542687498677,115.066169,26.036258,219.686841,0,Skala0
461.31382961565134,0.8292301347935476,0.6508658463836781,0.3373281836299653,112.010511,20.469913,234.281629,0,Skala0
272.23868062611893,0.9021771512795056,0.8167554265615737,0.2724711188050491,107.34392,21.407049,241.985929,0,Skala0
205.45568216641666,0.8125755990555441,0.8688860151454726,0.15654110131131133,112.94951,19.606555,224.283399,0,Skala0
303.10491967871485,0.8641370985058678,0.8409020587595477,0.18875850464172148,110.143423,15.665787,224.898421,0,Skala0
429.5609415573942,0.7926848957702967,0.7852259189693739,0.14031973602916434,109.366548,32.911915,223.534587,0,Skala0
271.1796402477379,0.8512124895975268,0.7207942011958506,0.3147533280993864,107.894726,33.286739,242.110873,0,Skala0
137.7042739230012,0.6791436723909959,0.8757967871764768,0.10326344315460705,106.298523,27.552449,225.658602,0,Skala0
267.4005308382123,0.8162229214584581,0.8027485388000559,0.19235851702070225,108.387316,18.134845,219.190473,0,Skala0
364.351962065128,0.7708815171692461,0.7616639388979151,0.12775664731263076,107.635768,61.615328,215.640951,0,Skala0
284.2389407025693,0.7191378958623034,0.8369087897339931,0.14713277202226904,112.766956,29.629438,221.327542,0,Skala0
224.52582216415865,0.8136211827262827,0.8860098561731368,0.179479468323281,108.317924,44.892164,224.914783,0,Skala0
284.7829097514556,0.8372403721380768,0.8584541834353474,0.1984016049866615,110.267722,28.144624,230.555633,0,Skala0
333.51910453057206,0.8255847183748853,0.825032699419468,0.2072374051570406,109.161141,51.63022,230.091209,0,Skala0
217.71686242963827,0.7963115615355884,0.8421954653786045,0.1597925225975883,113.176831,28.754019,229.992928,1,Skala1
251.69970645634749,0.8277473784177044,0.8007573113423075,0.22962859365869945,109.001161,26.377258,238.242874,1,Skala1
170.03058922436733,0.6911174491765747,0.874165147694205,0.08226730450055719,112.59507,22.671019,204.364696,1,Skala1
147.692377945517,0.8071386888612091,0.7826940814899446,0.36165080335880573,36.145684,7.87973,229.571654,1,Skala1
173.30705855550715,0.7756937847907835,0.8864812279458418,0.20237859906857897,106.029557,25.848501,247.904532,1,Skala1
129.69676900372576,0.7386823833225582,0.8405762025233761,0.16541230248970987,111.551107,15.319124,237.808658,1,Skala1
300.27910436928437,0.7455331011388884,0.7665019952909511,0.12961229580201072,108.058223,20.245738,246.858684,1,Skala1
182.85592671892388,0.797385538783362,0.7657526736919213,0.21164887036885893,110.494231,22.442039,243.008438,1,Skala1
151.37730641441266,0.757804575512715,0.875903064475851,0.1262901450990001,99.00163,38.043648,229.412778,1,Skala1
162.3756794245254,0.7324934662112261,0.875084725746965,0.10379463389462956,107.994468,50.346874,230.006915,1,Skala1
332.9422227060854,0.7576547634731687,0.843921467313454,0.16668816249363108,106.549443,41.089281,210.034551,1,Skala1
253.40432916404575,0.8434702457038213,0.8543251695239313,0.2675208156911214,105.987191,7.317039,244.754852,1,Skala1
312.65403380590635,0.8189314899999915,0.8313599091848002,0.20083156137260183,112.045984,20.728941,229.652644,1,Skala1
225.8826631828519,0.8200949831491597,0.8769074307076714,0.21693041432521304,112.019156,19.297225,221.491152,1,Skala1
211.9550087901808,0.7903839908962946,0.8272910410595502,0.1597651491845653,114.76152,25.37576,225.489868,1,Skala1
160.32418227125368,0.7912452050451346,0.7818884246398953,0.21666225610054815,110.179374,30.191542,225.201113,1,Skala1
