sumValue,contrast,homogeneity,ASM,energy,hue,saturaton,value,target,class
78.38367176906169,40.16014014014013,0.95938863524565,0.08838925178431685,0.2973032993162317,107.34392,21.407049,241.985929,0,Skala0
78.38367176906169,25.50584584584584,0.9452527704185631,0.03645672257643029,0.19093643595822743,112.94951,19.606555,224.283399,0,Skala0
78.38367176906169,40.30735335335335,0.9399068122749262,0.044716551091632174,0.2114628834846252,110.143423,15.665787,224.898421,0,Skala0
78.38367176906169,49.318232232232226,0.9207868901424567,0.029906862628394155,0.17293600732176673,109.366548,32.911915,223.534587,0,Skala0
78.38367176906169,33.843001001001,0.9425061738332094,0.1252964178913648,0.35397234057389965,107.894726,33.286739,242.110873,0,Skala0
78.38367176906169,23.154934934934932,0.8984203622953737,0.022099751653555457,0.1486598521913548,106.298523,27.552449,225.658602,0,Skala0
78.38367176906169,40.482012012012014,0.9344416785268979,0.05270993086580073,0.2295864344115321,108.387316,18.134845,219.190473,0,Skala0
78.38367176906169,31.035269269269268,0.9104801622165544,0.026444304825345866,0.1626170496145649,107.635768,61.615328,215.640951,0,Skala0
78.38367176906169,44.13562362362362,0.899277699401415,0.03677404710416122,0.19176560459102465,112.766956,29.629438,221.327542,0,Skala0
78.38367176906169,30.034173173173173,0.9282932818296177,0.047753180357534716,0.21852501082835968,108.317924,44.892164,224.914783,0,Skala0
78.38367176906169,57.018210210210206,0.9298846710940059,0.05107348303458614,0.22599443142384315,110.267722,28.144624,230.555633,0,Skala0
78.38367176906169,46.521947947947936,0.9224667540498942,0.059481966324683035,0.24388925012120366,109.161141,51.63022,230.091209,0,Skala0
78.38367176906169,33.064575575575574,0.9272982376461445,0.039381328996664335,0.1984472952616496,113.176831,28.754019,229.992928,1,Skala1
78.38367176906169,43.73382982982983,0.9321079439708864,0.07264393960727494,0.26952539696153854,109.001161,26.377258,238.242874,1,Skala1
78.38367176906169,26.901870870870866,0.9091675114069135,0.01459707546385224,0.1208183573131676,112.59507,22.671019,204.364696,1,Skala1
78.38367176906169,21.983884884884883,0.9163961031621615,0.15420954244534824,0.3926952284473905,36.145684,7.87973,229.571654,1,Skala1
78.38367176906169,25.2424014014014,0.9149406266783597,0.06194222001180359,0.24888193990686344,106.029557,25.848501,247.904532,1,Skala1
78.38367176906169,32.505262262262264,0.9142271993774267,0.05007416650885119,0.22377257765162198,111.551107,15.319124,237.808658,1,Skala1
78.38367176906169,41.89669069069069,0.9127120641794938,0.03044874871067264,0.17449569825836006,108.058223,20.245738,246.858684,1,Skala1
78.38367176906169,35.80217517517517,0.933697814585202,0.0689869978947917,0.26265376048096417,110.494231,22.442039,243.008438,1,Skala1
78.38367176906169,26.327005005005006,0.9099186529863061,0.027379367984601218,0.16546712055451143,99.00163,38.043648,229.412778,1,Skala1
78.38367176906169,27.827512512512513,0.9115460946903989,0.02037502195889583,0.14274110115483848,107.994468,50.346874,230.006915,1,Skala1
78.38367176906169,54.86688088088088,0.8958153148918876,0.04062275539603668,0.20155087545341172,106.549443,41.089281,210.034551,1,Skala1
78.38367176906169,45.092237237237235,0.9330430057320985,0.09462070479087696,0.3076047866839477,105.987191,7.317039,244.754852,1,Skala1
78.38367176906169,39.341048048048044,0.9385234996613225,0.05889381787994201,0.24268048516504578,112.045984,20.728941,229.652644,1,Skala1
78.38367176906169,31.50841241241241,0.9386443006660551,0.05886525237549862,0.24262162388274178,112.019156,19.297225,221.491152,1,Skala1
78.38367176906169,43.46242242242242,0.9096753195291609,0.039551258445632814,0.19887498195005027,114.76152,25.37576,225.489868,1,Skala1
78.38367176906169,22.064782782782782,0.9232511115378064,0.07248085780475169,0.26922269184589864,110.179374,30.191542,225.201113,1,Skala1
78.38367176906169,50.2391001001001,0.9218633062946218,0.032174746035324615,0.1793732032253553,110.421009,26.637909,228.90486,1,Skala1
78.38367176906169,35.64729929929929,0.9417694843589273,0.06177018413408403,0.24853608215726752,106.012637,33.702389,240.910309,1,Skala1
78.38367176906169,37.0932012012012,0.9160174519037536,0.02593038067697327,0.16102912990193194,118.800496,14.202142,219.735325,1,Skala1
78.38367176906169,38.65558158158158,0.9519518028060576,0.1863555774292811,0.4316892139366944,112.031859,13.281326,249.58645,1,Skala1
78.38367176906169,19.9686026026026,0.8885231109007319,0.07109671705539373,0.2666396764463116,111.054876,21.360183,210.657228,1,Skala1
78.38367176906169,22.497506506506504,0.9507886866035878,0.05383092622752883,0.23201492673431343,111.943086,24.175681,236.071548,1,Skala1
78.38367176906169,35.19874674674675,0.9061438638363872,0.02724153907260614,0.16505011079246854,114.78983,26.926689,216.620649,1,Skala1
78.38367176906169,23.504776776776776,0.9357934039103333,0.05863319858597336,0.24214293007637733,108.720905,30.691086,237.114932,1,Skala1
78.38367176906169,29.370366366366365,0.9547286342844251,0.0732890984698412,0.2707195938048098,110.453772,17.638085,221.946464,1,Skala1
78.38367176906169,30.423485485485486,0.9553510264601974,0.07600734389244099,0.27569429426892567,105.365925,8.597497,249.165478,1,Skala1
78.38367176906169,35.198368368368364,0.9194648529200077,0.06185803588373158,0.24871275778240967,85.71771,13.202388,240.476123,1,Skala1
78.38367176906169,20.451459459459457,0.9436108107306956,0.05276301121141161,0.22970200524029302,97.626957,16.533793,251.878487,1,Skala1
78.38367176906169,47.25157957957957,0.9180847022008058,0.052007098008919825,0.22805064790287227,106.583567,32.965896,246.182841,1,Skala1
78.38367176906169,24.429284284284282,0.9485383144175531,0.10857689735381026,0.3295100868771854,87.698433,21.320012,234.860687,1,Skala1
78.38367176906169,38.76009609609609,0.9542909763307346,0.8671063477852228,0.9311854529497455,6.010853,3.653644,249.349015,2,Skala2
78.38367176906169,36.2310980980981,0.9552249157274809,0.129558448977506,0.3599422856202172,98.672328,5.678946,250.216931,2,Skala2
78.38367176906169,24.27461961961962,0.9350911906283873,0.042392610991371746,0.20589465993894002,108.50184,16.891071,232.248524,2,Skala2
78.38367176906169,25.17843243243243,0.9592009202077725,0.16551737166395625,0.40683826229099473,109.796222,20.610278,238.315159,2,Skala2
78.38367176906169,35.27122922922923,0.9199249042877412,0.02272887540393246,0.1507609876723168,109.168253,41.313189,217.46014,2,Skala2
78.38367176906169,18.75673873873874,0.9224660865105724,0.016292683123564005,0.1276427950319328,109.172545,21.188661,242.779712,2,Skala2
78.38367176906169,47.181105105105104,0.9288636242889814,0.07901887973659345,0.2811029699889232,111.715121,19.911313,226.20244,2,Skala2
78.38367176906169,11.795658658658658,0.9277697682908942,0.05240491634978322,0.2289212011801948,86.646729,22.645258,227.708738,2,Skala2
78.38367176906169,24.918002002001998,0.9297926735359106,0.06384716599883167,0.2526799675455727,86.438248,11.561203,234.486954,2,Skala2
78.38367176906169,51.690185185185186,0.9201035438023949,0.03904036968099231,0.1975863600580574,110.35266,17.498975,224.49177,2,Skala2
78.38367176906169,39.03071271271271,0.8902230377310566,0.02228869560651743,0.14929399052378978,113.900974,36.892881,244.016107,2,Skala2
78.38367176906169,42.67935335335335,0.9442055088163193,0.11491862912963012,0.33899650312301177,111.589188,12.011092,248.133773,2,Skala2
78.38367176906169,11.146628628628628,0.9342313722474588,0.04438759932304677,0.21068364749796498,97.144615,29.777537,246.108473,2,Skala2
81.48005891014071,31.659577577577576,0.9460232352909299,0.1020102241160079,0.31939039452683593,104.432967,19.686067,251.12985,2,Skala2
78.38367176906169,19.858744744744744,0.9241703905075819,0.05427936293450609,0.23297931868409713,104.131118,17.09985,239.856456,2,Skala2
78.38367176906169,45.927490490490484,0.9397171844383645,0.045605446701957215,0.2135543179192526,113.44463,8.217674,230.113049,2,Skala2
78.38367176906169,29.878996996997,0.9219803682063872,0.04140117885453021,0.20347279635010232,105.326722,26.31404,246.468223,2,Skala2
78.38367176906169,39.50792692692693,0.9395844216352411,0.07515289846402959,0.27414028974966376,96.201111,9.965493,248.052381,2,Skala2
78.38367176906169,68.78587287287287,0.9295440322477371,0.18764727371415457,0.43318272554910886,110.772353,12.654681,243.94961,2,Skala2
78.38367176906169,36.16069669669669,0.8967838237781464,0.12301429712395077,0.35073394065010416,72.172267,16.312181,244.13575,2,Skala2
78.38367176906169,25.506852852852848,0.883650555846704,0.03135035006377749,0.17706030064296596,108.57262,26.295399,224.312763,2,Skala2
78.38367176906169,33.540358358358354,0.8963974191984214,0.045898981910839784,0.2142404768264853,86.578522,16.254718,251.391628,2,Skala2
78.38367176906169,17.32897897897898,0.9470437645752547,0.03929895751407063,0.19823964667560984,99.573909,10.384791,238.314152,2,Skala2
78.38367176906169,35.34439239239239,0.9352783471855759,0.10808224583342098,0.32875864373947794,111.867945,7.465524,246.912825,2,Skala2
78.38367176906169,38.300269269269265,0.9334800411302863,0.10154414969123277,0.3186599279659003,89.361382,11.032753,248.915505,2,Skala2
78.38367176906169,28.897483483483484,0.9322809623376693,0.08496048877506136,0.2914798256741989,108.616522,22.348227,245.264201,2,Skala2
78.38367176906169,17.01517717717718,0.9509632795583918,0.22312938013689368,0.47236572709807567,66.333294,5.586997,248.634912,2,Skala2
78.38367176906169,23.195401401401398,0.9327565107032788,0.0812857306575845,0.2851065251052394,110.612009,19.115364,244.672887,2,Skala2
78.38367176906169,34.51405705705706,0.9354684530629402,0.0632648340192044,0.25152501668661986,111.575757,16.101582,235.109084,2,Skala2
78.38367176906169,17.239476476476476,0.9552067922272572,0.08812075195515835,0.29685139709147124,110.563849,22.665053,237.198423,2,Skala2
78.38367176906169,15.028666666666666,0.9525704132823344,0.12343858695933173,0.3513382799515756,77.087818,4.661826,247.228214,3,Skala3
78.38367176906169,44.51847247247247,0.9102965561687866,0.14018136095655212,0.3744080140121898,76.454418,7.866705,247.217495,3,Skala3
78.38367176906169,27.859808808808808,0.9246377153805019,0.07978731920709499,0.2824664921846395,93.503071,15.465868,245.356389,3,Skala3
78.38367176906169,33.29000800800801,0.9449064033899837,0.12718533951769587,0.35663053643469156,100.310883,8.49622,250.150312,3,Skala3
78.38367176906169,25.62634834834835,0.9464024505579834,0.1498544901898896,0.3871104366842744,109.842337,13.467452,250.90782,3,Skala3
78.38367176906169,39.56918018018018,0.8857410710736687,0.0414321949276604,0.2035489988372834,104.328014,23.998804,246.089027,3,Skala3
78.38367176906169,21.717955955955958,0.9157956681844102,0.03933185655926197,0.1983226072823317,104.774505,14.693995,227.759941,3,Skala3
78.38367176906169,40.77777177177177,0.9320407524753231,0.19644795429864298,0.44322449650108803,97.271489,6.526691,250.747584,3,Skala3
78.38367176906169,19.887867867867868,0.9278992690051845,0.07453000327654982,0.27300183749665463,95.329743,9.164923,242.115704,3,Skala3
78.38367176906169,21.23785285285285,0.9521139136307838,0.0865162812882953,0.2941365011152055,108.212417,10.982186,250.984524,3,Skala3
78.38367176906169,38.54269069069069,0.913389628836097,0.03355658378498619,0.18318456208148706,112.284655,20.586765,221.193632,3,Skala3
78.38367176906169,19.594634634634634,0.9356999560010246,0.09387121469617765,0.3063840966763413,106.386123,20.722224,243.321235,3,Skala3
78.38367176906169,16.277863863863864,0.9313675433115408,0.04643379551924297,0.21548502388621574,101.282347,11.383951,248.100296,3,Skala3
78.38367176906169,13.567665665665665,0.9566118683339256,0.10971678465452439,0.33123524065914906,90.049863,6.518144,252.369278,3,Skala3
78.38367176906169,31.400845845845847,0.9241384220049431,0.11378197226455686,0.3373158345891234,108.175533,19.128066,249.485903,3,Skala3
78.38367176906169,25.331336336336335,0.9322375616739961,0.06518464968872775,0.25531284669739546,107.635837,12.741321,247.070248,3,Skala3
78.38367176906169,36.84324524524524,0.9389878315928905,0.1432453409385361,0.3784776624036564,105.647596,6.323849,248.707272,3,Skala3
78.38367176906169,18.79668068068068,0.9318842199191981,0.08390021730238749,0.28965534226453943,86.583189,11.567834,250.931807,3,Skala3
78.38367176906169,31.152821821821824,0.916529003005136,0.03878840439238037,0.19694771994714833,106.728223,17.542249,227.801106,3,Skala3
78.38367176906169,21.87953053053053,0.9155764391036054,0.05002152716279843,0.22365492876929502,109.854447,11.094777,244.094894,3,Skala3
78.38367176906169,25.566692692692694,0.9574056811663049,0.13863386695604515,0.3723356912196911,71.081518,7.467421,249.648583,3,Skala3
78.38367176906169,16.34896996996997,0.9181510913377903,0.04604599067335603,0.21458329542011426,105.09602,21.030677,241.03945,3,Skala3
78.38367176906169,22.176264264264262,0.9328484476366882,0.05216954007460914,0.22840652371289472,97.323031,17.264144,236.372002,3,Skala3
78.38367176906169,39.92448948948949,0.9187798418978088,0.05820439496152809,0.2412558703151658,104.315689,26.964236,249.287411,3,Skala3
78.38367176906169,46.242995995996,0.8989832554746078,0.038838167735302874,0.1970740158805896,107.803605,15.828528,237.221332,3,Skala3
78.38367176906169,28.682929929929927,0.9134246643165629,0.1677038978978979,0.4095166637609487,63.347572,13.152507,249.937232,3,Skala3
78.38367176906169,30.404339339339337,0.9235314415196285,0.06473966897427959,0.25443991230598945,107.093439,10.069529,241.381621,3,Skala3
78.38367176906169,34.275290290290286,0.9070520165881549,0.09996583488393297,0.31617374161042056,84.289343,5.735777,237.147303,3,Skala3
78.38367176906169,17.04063963963964,0.9229523980813057,0.06104584469955441,0.24707457315465386,84.738561,16.120699,242.020357,3,Skala3
78.38367176906169,34.77036636636636,0.917579688684833,0.03807539369800231,0.1951291718272855,103.968933,23.898402,247.411621,3,Skala3
78.38367176906169,16.70473573573573,0.9425870881655557,0.07507850039629219,0.27400456272896656,108.423686,22.537409,251.209923,3,Skala3
78.38367176906169,40.96743943943944,0.9204494614302391,0.060690163597030465,0.24635373672228003,111.291986,21.983584,225.783867,4,Skala4
78.38367176906169,8.181496496496496,0.8634786656866461,0.06648490500109717,0.2578466695559537,82.925994,13.028479,245.860749,4,Skala4
78.38367176906169,29.156736736736736,0.886798632302269,0.028035232906580256,0.16743725065402937,107.95225,49.472471,214.40696,4,Skala4
78.38367176906169,9.798277277277279,0.9448174881359721,0.07746566916065216,0.27832655130377365,103.360788,10.086218,252.667714,4,Skala4
78.38367176906169,39.7431931931932,0.9004217962199936,0.03365292496300104,0.183447335666128,103.935949,34.0973,227.602442,4,Skala4
78.38367176906169,7.451243243243243,0.9413132200381651,0.06870400052104156,0.26211447980041386,91.519547,18.059404,238.635408,4,Skala4
78.38367176906169,31.695506506506508,0.91637581964532,0.07622991420249078,0.2760976533809927,106.259523,65.776356,231.907994,4,Skala4
78.38367176906169,27.62021221221221,0.886875424070492,0.053861549150752364,0.23208091078490786,106.157886,62.193241,230.462074,4,Skala4
78.38367176906169,18.51176276276276,0.8869687215573585,0.04145711562413264,0.20361020510802655,109.003166,58.929078,219.63239,4,Skala4
78.38367176906169,11.976278278278278,0.9610157751104421,0.13450564919273625,0.3667501181904871,108.809934,16.594329,241.595411,4,Skala4
78.38367176906169,31.25995695695696,0.9339397860768084,0.04292348676003331,0.2071798415870456,112.696873,22.702434,218.602551,4,Skala4
78.38367176906169,33.64732532532532,0.8725175576177405,0.02718870301131963,0.1648899724401688,108.310553,53.388157,218.510556,4,Skala4
78.38367176906169,8.512645645645645,0.9495446299073984,0.07729071770469169,0.27801208194014104,113.529794,7.054052,248.902638,4,Skala4
78.38367176906169,48.28426426426425,0.9154655847432592,0.07236051824396969,0.2689991045412042,107.086779,44.939844,226.257875,4,Skala4
78.38367176906169,28.85826426426426,0.8956535945533873,0.034554581486391296,0.1858886265654553,107.786033,45.131378,221.238518,4,Skala4
78.38367176906169,36.89861761761761,0.9475300937603243,0.0957954633472311,0.3095084220941833,102.191519,16.090753,251.30379,4,Skala4
78.38367176906169,50.56125225225226,0.9204243441594935,0.03912845035425817,0.1978091260641383,111.469171,24.110421,240.544468,4,Skala4
78.38367176906169,22.470743743743743,0.9105141654372445,0.04062455898941985,0.20155534969188948,108.861552,16.348049,243.336444,4,Skala4
78.38367176906169,49.313471471471466,0.9296720504365265,0.08324132902872844,0.2885157344560751,107.410744,11.436475,241.682534,4,Skala4
78.38367176906169,21.737578578578578,0.934463221118484,0.06000102988273559,0.2449510765086277,102.133803,10.85822,247.437441,4,Skala4
78.38367176906169,40.961072072072064,0.8935355210792054,0.035562914914914916,0.1885813217551381,108.274626,46.523851,220.657527,4,Skala4
78.38367176906169,34.49864664664665,0.9339229985218419,0.10326877166656147,0.32135458868135286,107.304079,15.139786,241.206488,4,Skala4
78.38367176906169,24.6227967967968,0.8981833313722115,0.05840274161248335,0.241666591841908,104.950643,41.041291,220.922139,4,Skala4
78.38367176906169,33.9374014014014,0.9171570635461528,0.05520402601199799,0.23495537025571045,109.283506,52.184977,235.895216,4,Skala4
78.38367176906169,23.24426226226226,0.9242514714985889,0.061236067823579335,0.2474592245675625,106.729135,55.016014,234.378734,4,Skala4
78.38367176906169,16.55795895895896,0.9219727427380696,0.0779514625396167,0.2791978913595457,108.783655,18.700852,245.841671,4,Skala4
78.38367176906169,23.824138138138135,0.9082218182245834,0.021672731153576,0.14721661303526853,107.671312,21.323067,226.773405,4,Skala4
78.38367176906169,92.18593093093092,0.84901438413111,0.04884314628742858,0.22100485580056511,104.454625,24.198041,217.930164,4,Skala4
78.38367176906169,34.63719719719719,0.8916358981285516,0.04103793053313573,0.20257820843599078,106.4189,39.50999,221.16485,4,Skala4
78.38367176906169,37.70058458458459,0.8946474614769688,0.0407641226491757,0.20190126955810778,106.86342,45.861029,216.69352,4,Skala4
